LOCID,LONGITUDE,LATITUDE
7AK2,-133.729513056,58.1343958333
1AK4,-150.752209167,60.5241544444
7AK3,-151.166113611,60.4763719444
7AK5,-150.935550278,60.5035966667
7AK6,-150.928605556,60.4777630556
SD1,-151.077779444,60.4913733333
SXQ,-151.038238889,60.4749583333
L85,-150.995555556,60.5336111111
AK55,-150.801666667,60.4891666667
70AK,-150.959722222,60.5177777778
AK26,-164.442327778,64.5606413889
8AK0,-156.995196389,58.7109363889
WSN,-157.002583333,58.7020833333
SVW,-155.5742275,61.0973691667
36H,-160.552026389,55.2333391667
WSB,-133.641697222,55.5296386111
WBB,-162.277993056,63.5159708333
88AK,-150.868055556,60.5402777778
40AK,-150.8425,60.5552777778
8AK4,-150.852213611,60.5341536111
53AK,-150.939286111,60.5344972222
AK84,-150.830833333,60.5294444444
AK05,-150.599216667,60.54105
AK01,-150.625133333,60.5289833333
AK39,-150.179949167,60.6971975
SVS,-149.054369444,66.0170611111
SRV,-156.588527778,61.78975
UMM,-149.127283333,63.3314794444
8AK6,-150.262223611,61.3719452778
JVM,-148.927760556,61.7314163889
28AK,-147.859346389,61.8088766667
AK59,-148.351666667,61.7911111111
48AK,-148.492496111,61.7930888889
TCT,-156.068190278,62.9927041667
TLJ,-155.976526667,62.8943697222
TKL,-133.943421111,58.4896830556
TKA,-150.093694444,62.3205
2AK7,-149.752083333,62.3074333333
3AK3,-150.2205,62.5637666667
AK61,-148.907411111,62.6996277778
AK19,-150.064275,62.1739027778
21AK,-150.068914444,62.0717044444
AK8,-150.06935,62.3134138889
AA00,-149.926716667,62.51015
49AK,-149.9772425,62.0244808333
AK44,-150.116147778,62.3189366667
TSG,-143.335573889,63.3743672222
TAL,-152.109388611,65.1743952778
7AK0,-151.809872222,64.6473916667
7KA,-146.691166667,60.8723888889
8KA,-153.361953056,62.2932869444
AK49,-164.798806944,65.6792752778
AK64,-157.391944444,60.8677777778
Z14,-146.460521944,62.0647886111
5AK,-146.449411389,62.0634
TER,-166.339339722,65.2403794444
TKE,-135.218443889,57.7796583333
3T4,-142.518333333,63.125
K55,-145.688433889,61.1772702778
KTB,-132.536675833,55.6879619444
AK56,-158.477235,59.9631602778
TNC,-167.921656667,65.5631069444
TOG,-160.396924167,59.0536261111
8AK9,-143.023339722,63.2999275
9AK0,-143.235471389,62.5121316667
6K8,-142.953681944,63.3295144444
57A,-133.326721389,55.9371333333
OOK,-165.087222222,60.5413888889
58A,-146.041066667,62.1134113889
9AK,-148.5223375,64.0256597222
5AK0,-151.798917222,60.8155491667
81AK,-150.236021389,62.5676908333
61AK,-150.235883333,62.5675527778
TLT,-160.969472222,61.0968333333
Z20,-162.665620556,60.3414566667
A61,-162.667009444,60.3353455556
4KA,-165.271648333,60.5755469444
AK62,-133.2278275,55.8496427778
A63,-160.273043611,59.0756216667
TYE,-151.138070278,61.0766625
9AK3,-151.448910278,61.0138844444
9A8,-157.399305556,57.5278675
UMT,-152.135652222,69.3710872222
UNK,-160.798951667,63.8883591667
DUT,-166.5435,53.9001388889
UTO,-153.704289444,65.992795
VDZ,-146.248340278,61.13395
1AK7,-146.345388889,61.1366111111
L93,-146.144008333,61.0871222222
VEE,-146.366358333,67.008675
0AK6,-147.944153333,61.8033744444
AK03,-159.86035,70.6133777778
AWI,-159.99475,70.638
IWK,-168.094938889,65.6225847222
AK99,-149.761111111,61.4466666667
AK83,-149.609330556,61.62725
7AK8,-149.614919444,61.62125
AK25,-149.614738889,61.6175
5AK8,-149.432419444,61.63135
7AK4,-149.460680556,61.5414805556
T66,-149.678561111,61.6190111111
44AK,-150.102444444,61.5334444444
5L6,-149.407499167,61.5864061111
42AK,-149.484999167,61.5689052778
3AK8,-149.3919,61.6625388889
43AK,-149.579169444,61.6007611111
0AK1,-149.321538889,61.6168805556
71AK,-149.496311111,61.5276388889
16AK,-149.346944444,61.5991666667
89AK,-149.705469444,61.5593888889
AK65,-149.350511111,61.59795
10AK,-149.677911111,61.5918805556
IYS,-149.540294722,61.5716594444
87AK,-149.288480556,61.6515305556
95AK,-149.424997222,61.5855722222
4AK2,-149.424077778,61.5579888889
5AK5,-149.461711111,61.6570888889
3H3,-149.316361111,61.5976111111
6AK8,-149.669188889,61.61815
6AK7,-149.635,61.5747222222
9AK6,-149.6483,61.6240611111
8AK8,-149.682580556,61.63
6AK9,-149.682380556,61.6334611111
9AK8,-149.68223,61.6247422222
58AK,-149.339661111,61.5525888889
57AK,-149.99725,61.3350305556
62AK,-149.5747,61.5728611111
23AK,-149.310730556,61.5940805556
56AK,-149.606480556,61.5750194444
3A3,-149.665569444,61.6134611111
59AK,-149.340611111,61.6317805556
55AK,-149.699319444,61.4957805556
54AK,-149.57385,61.6070611111
38AK,-149.667838889,61.56245
36AK,-150.066630556,61.3433388889
65AK,-149.368608056,61.5605452778
AK27,-149.62445,61.6425805556
AK43,-149.53885,61.5790805556
AK47,-149.56335,61.5856888889
AK54,-149.326230556,61.6570888889
AK48,-149.424769444,61.5852194444
4A3,-149.472777778,61.57465
AK58,-149.548761111,61.5400138889
D75,-149.675569444,61.5760805556
3K9,-149.385061111,61.58875
67AK,-149.6701,61.5346388889
4AK0,-149.271080556,61.6292
3AK0,-149.288130556,61.6265388889
77AK,-149.595655556,61.5026694444
29A,-149.617840278,61.6289027778
AK79,-149.5665,61.59355
AK16,-149.714861111,61.5234194444
79AK,-149.744019444,61.4818388889
66AK,-149.569166667,61.63
06AK,-149.575330556,61.6276194444
AK85,-149.763986111,61.4823333333
60AK,-149.2795,61.6074111111
69AK,-149.423611111,61.6288888889
KWF,-133.243335833,55.2963227778
KWP,-153.548948056,57.7701094444
WMO,-163.41275,64.6891944444
IEM,-148.7215775,60.7772125
AK08,-150.106038889,61.7899194444
2X2,-150.059138889,61.7439888889
AK90,-150.115461111,61.7447194444
AK72,-150.601124167,61.7047416667
3AK7,-150.338905556,61.7655766667
AK34,-150.079738333,61.8353030556
02AK,-150.097638889,61.8769111111
3AK1,-150.19585,61.7187888889
25AK,-150.063330556,61.7122388889
AK68,-150.054444444,61.7202777778
AK57,-150.091211111,61.72565
AK69,-150.097669444,61.7293194444
AK67,-150.072777778,61.7386111111
MFN,-150.046869444,61.7213111111
AK70,-150.109461111,61.7172305556
AK10,-150.109444444,61.7172222222
UUO,-150.051738889,61.7541888889
WSM,-150.122741667,67.4045733333
68A,-132.380018056,56.466325
WRG,-132.369833333,56.4843333333
CYT,-142.493485278,60.0820125
YAK,-139.66025,59.5033055556
A67,-139.025049444,59.4144388889
A68,-139.509187778,59.5516441667
A69,-138.503670556,59.2480419444
2Y3,-139.741099444,59.5624775
A70,-139.232933333,59.4047166667
A57,-138.451,59.1992166667
AK76,-138.406744444,59.1260944444
A77,-156.367360278,63.0018680556
78K,-131.801133611,55.9163013889
L20,-143.135451667,65.3113355556
0J0,-85.2381666667,31.6001666667
2A8,-87.1580672222,34.2092683333
EET,-86.7828263889,33.1770388889
AL39,-86.8122222222,33.2522222222
8A0,-86.2557580556,34.2291097222
ALX,-85.9629555556,32.9147444444
AIV,-88.1977916667,33.1064652778
79J,-86.3937777778,31.30875
ANB,-85.8581111111,33.5881666667
AL42,-85.8241313889,33.6562147222
04AL,-85.9672222222,33.6263888889
1M3,-86.8847261111,34.9778625
26A,-85.8090277778,33.2840277778
0AL2,-85.8333333333,33.275
AL60,-86.2113652778,33.8387097222
28AL,-86.1206944444,33.8626111111
0R1,-87.4467569444,31.0162152778
AUO,-85.434,32.6151111111
AL47,-88.0263877778,30.9718483333
1R8,-87.8193222222,30.8703958333
AL99,-87.7727777778,30.8397222222
5R7,-88.2105580556,30.4546413889
2AL4,-88.1791666667,30.4311111111
EKY,-86.9263055556,33.3126111111
AL19,-86.9902708333,33.3723330556
MS45,-91.1245538889,32.1562630556
BHM,-86.7523055556,33.5638888889
AL85,-86.3249780556,33.4742730556
AL50,-86.8463794444,33.4976058333
AL49,-86.8113791667,33.5359383333
AL91,-86.8052675,33.5042719444
AL21,-86.6774869444,33.5120491667
AL23,-86.7508225,33.5523263889
AL38,-86.8027777778,33.5058611111
0AL8,-86.7730555556,33.4638888889
AL45,-86.7497222222,33.5175
AL66,-86.8136011111,33.5195497222
AL65,-86.66471,33.5951033333
4AL0,-86.7994444444,33.4886111111
9AL9,-86.702,33.4786666667
AL40,-86.9858277778,33.5431619444
AL29,-86.6333266667,34.1292638889
1AL0,-86.1605555556,34.2208333333
3AL6,-86.4124722222,33.4901111111
12J,-87.0656377778,31.0506080556
0AL6,-87.0733333333,31.1272222222
60A,-85.8036944444,31.73275
09A,-88.1274625,32.1193130556
61A,-87.3391152778,31.9797472222
AL32,-85.6437138889,34.3225888889
C22,-85.6351294444,34.1598736111
AL27,-85.5657938889,34.1056527778
PYP,-85.6100666667,34.0899777778
64OI,-80.9578672222,40.9822805556
0A8,-87.0906388889,32.9368611111
5AL1,-86.6819169444,31.6807127778
5R1,-88.1944530556,31.4518322222
6AL6,-88.0925833333,31.3885833333
02A,-86.6114361111,32.8504833333
01AL,-86.5138683333,32.9459561111
11A,-85.4852263889,31.8833236111
1AL2,-86.5975,33.2486111111
AL02,-87.4416697222,33.1501194444
AL13,-85.0288191667,32.1723744444
9A4,-87.3488333333,34.6593888889
AL51,-85.2991666667,32.4161111111
15A,-87.9805527778,30.9132388889
3A1,-86.8580375,34.2687013889
AL44,-86.8436122222,34.1723208333
3AL9,-86.8047222222,34.2005555556
5AL6,-85.7411638889,32.8187111111
AL61,-87.8583258333,30.6168586111
4R9,-88.1274722222,30.2604916667
DCU,-86.9453611111,34.6540555556
1AL1,-86.9722222222,34.5908333333
7A2,-87.9540638889,32.4638194444
AL14,-87.8633469444,32.5034697222
AL20,-85.3672222222,31.2180555556
AL59,-85.4563225,31.2376744444
DHN,-85.4496288889,31.3213391667
5AL4,-85.3653888889,31.1216111111
3M2,-87.3278055556,34.1442222222
14J,-86.0903361111,31.4100416667
7AL9,-87.5416488889,30.4668630556
AL08,-87.5352777778,30.4244444444
AL04,-87.5249816667,30.4626966667
AL55,-87.4638683333,30.4418638889
EDN,-85.8998611111,31.2997222222
EUF,-85.128925,31.9513191667
3A7,-87.8625136111,32.8209627778
GZH,-87.0440433333,31.4158011111
0AL3,-86.9402777778,31.4305555556
4R4,-87.8770319444,30.4605097222
AL78,-87.8541580556,30.5268605556
5AL,-87.8077777778,30.45
M95,-87.8151432778,33.7090490556
3AL0,-87.8236111111,33.7091666667
AL00,-87.7863888889,33.7444444444
6AL2,-87.8670277778,33.7658333333
4AL7,-85.6898333333,34.7447222222
0AL5,-87.2527777778,31.0322222222
0J4,-86.3115611111,31.0424736111
AL46,-87.5872477778,34.902585
AL22,-87.6833622222,34.7939766667
0AL9,-87.6325,34.85
0AL1,-87.6569444444,30.4438888889
AL15,-87.7241541667,30.4029755556
4AL2,-87.7255555556,30.37325
02AL,-87.7644444444,30.3714638889
5R4,-87.70082,30.4276972222
NBJ,-87.6352625,30.3890872222
67A,-86.5916413889,31.9723708333
2AL5,-85.665,34.3927777778
4A9,-85.7214027778,34.4736972222
0AL4,-85.7563888889,34.4408333333
OZR,-85.7133333333,31.2756666667
HEY,-85.6543333333,31.346
LOR,-85.7511666667,31.3558333333
FHK,-85.6666019444,31.3168383333
SXS,-85.8493833333,31.3626694444
24AL,-85.5615944444,31.2257083333
25AL,-86.0409388889,31.269875
05AL,-85.6497027778,31.231175
06AL,-85.972425,31.3884388889
11AL,-85.7515,31.3936944444
12AL,-85.45985,31.4139777778
13AL,-85.6205444444,31.3589722222
14AL,-85.7336805556,31.1535388889
15AL,-85.7879444444,31.0936111111
16AL,-85.6892444444,31.4084111111
17AL,-85.580275,31.3801861111
19AL,-85.7850638889,31.4824305556
20AL,-86.0917472222,31.3388138889
21AL,-86.1300611111,31.2876527778
22AL,-86.0137305556,31.3607944444
23AL,-85.8463361111,31.4649527778
07AL,-85.9791055556,31.125175
GAD,-86.0890834444,33.9726488611
0AL7,-85.9652777778,34.0083333333
AL18,-86.8674938889,33.6762147222
AL43,-88.3333666667,32.9084625
33J,-85.8689722222,31.0525277778
8AL9,-85.8916027778,31.0496230556
7A0,-87.6620833333,32.6814722222
PRN,-86.6107377778,31.8456938889
3A0,-87.7613875,31.6893238889
AL75,-87.6368888889,30.2632777778
AL96,-87.7408333333,30.2983333333
JKA,-87.6717777778,30.2896388889
8A1,-86.2701805556,34.3994361111
AL10,-86.4169316667,34.6512008333
1M4,-87.6004413889,34.2803480556
HAB,-87.9981958333,34.1175722222
2AL7,-86.7230555556,34.0627777778
4AL3,-86.7908333333,34.0669444444
AL92,-86.4035897222,33.3073338889
AL62,-85.6835441667,31.0829558333
3AL1,-85.6852777778,31.0504166667
4AL4,-86.915,34.4272222222
5M0,-86.9329505556,34.4082344444
00AL,-86.7702775,34.8648102778
M38,-86.6471111111,34.916
0J6,-85.3116833333,31.3641363889
6AL3,-85.7555722222,34.5820472222
AL70,-86.7877777778,33.3522222222
0AL0,-86.5888813889,34.6884241667
AL28,-86.5741586111,34.7373130556
AL93,-86.7099977778,34.8856433333
HSV,-86.7750555556,34.6371944444
AL36,-86.5805477778,34.7209241667
3M5,-86.4613775,34.7473125
4AL8,-86.6733288889,34.4906480556
MDQ,-86.5574722222,34.8614166667
AL05,-85.4680002778,32.2201483333
4R3,-87.8959013889,31.4705597222
3AL5,-85.7639166667,33.8353055556
AL06,-87.2566658333,33.5159430556
AL63,-87.2338936111,33.84344
JFX,-87.3141666667,33.9019947222
5AL7,-86.1666666667,31.25
7A3,-85.2295811111,32.8120461111
4AL9,-86.2938888889,31.9747222222
9AL6,-87.4418138889,30.4072083333
AL88,-87.4708127778,30.4265866667
70A,-87.7185277778,32.2670833333
AL35,-87.7044325,30.6196363889
57AL,-87.72375,30.6531944444
1AL5,-87.7477777778,30.6363888889
AL97,-87.6694444444,30.6447222222
04A,-86.2622222222,31.7361388889
AL72,-86.7861111111,34.6953688889
4AL5,-86.7552777778,34.7291666667
2AL1,-87.7777669444,30.4240861111
AL76,-86.8699883333,32.8487369444
A08,-87.3847222222,32.5105277778
AL95,-88.0125005556,31.2735036111
AL09,-85.5902419444,34.5334180556
BFM,-88.0680833333,30.6267777778
AL52,-88.1077783333,30.7115780556
AL82,-88.2000033333,30.6793569444
62AL,-88.3719555556,30.6835244444
26AL,-88.2786111111,30.6241666667
MOB,-88.2428138889,30.6912305556
1AL6,-87.3211111111,31.4977777778
MVC,-87.3510277778,31.4580555556
5AL3,-86.8513777778,33.152895
MXF,-86.3625,32.3791666667
1AL7,-86.2983333333,32.3775
AL11,-86.2765555556,32.3275277778
AL12,-86.1249630556,32.3584725
3AL4,-86.2680555556,32.4136111111
MGM,-86.3939722222,32.3006388889
1AL8,-86.4744444444,33.6111111111
AL34,-87.3861327778,34.44704
AL86,-87.2864086111,34.4839838889
L44,-87.6405633333,32.9681802778
AL24,-86.8649936111,33.6773258333
MSL,-87.6102322222,34.7453202778
5AL5,-87.6527777778,34.6911111111
1AL9,-87.6019444444,33.3477777778
20A,-86.3803055556,33.9710555556
AL89,-85.3668902778,32.7187425
3AL2,-85.4022222222,32.6391666667
AL30,-86.2541177778,31.2932236111
AL71,-85.9805191667,32.8037377778
1AL3,-85.975,32.7958333333
3AL8,-86.4669444444,34.6191666667
71J,-85.6205339167,31.431812
AL87,-85.6318816667,31.4515577778
PLR,-86.2490555556,33.5588333333
AL33,-87.5858186111,31.0251808333
2AL8,-85.2480555556,32.4211111111
AL79,-86.0988497222,32.2695863889
71A,-87.5956111111,31.9685833333
AL16,-86.7236022222,33.7267680556
1A9,-86.5126833333,32.4387361111
HUA,-86.6848333333,34.6786666667
3M8,-88.0065791667,33.3867527778
7A5,-85.366615,33.1292872222
2AL2,-85.3888377778,33.1573419444
AL25,-85.6010594444,32.2423686111
AL81,-87.5833172222,30.5501941667
AL84,-87.6041513889,30.5585269444
1AL4,-87.5594444444,30.5447222222
M22,-87.7112947222,34.4453480556
2R5,-88.2751111111,30.5019166667
5AL8,-85.9930555556,31.105
1A4,-86.0622222222,31.1027777778
4A6,-86.005925,34.6887111111
AL80,-85.9238658333,34.7120275
03AL,-86.0472222222,34.6625
SEM,-86.9878033333,32.3439466667
AL90,-87.0566572222,32.429025
AL31,-87.0541569444,32.4068033333
S63,-87.1041575,32.3668041667
AL74,-88.3058413889,30.764355
AL41,-85.6254888889,31.1160105556
AL56,-85.0832686111,32.5001408333
7A6,-85.8032888889,34.8862763889
HL2,-87.87,31.0636111111
AL69,-87.4916475,30.5085286111
4AL6,-87.6833197222,30.4668625
NFD,-87.6455411111,30.507695
SCD,-86.3055377778,33.1718358333
ASN,-86.0508611111,33.5699166667
41A,-85.8759722222,32.5147222222
AL83,-85.9113480556,32.5340236111
5AL2,-88.0988877778,30.5265830556
AL67,-88.1099994444,30.53075
2AL6,-88.1981666667,30.4993055556
AL48,-87.7375038889,31.9307077778
3AL7,-87.52,32.285
TOI,-86.0121388889,31.8604166667
AL77,-86.0070277778,31.7405555556
TCL,-87.6114015,33.2206275278
AL26,-87.5277833333,33.2059516667
AL98,-87.5263888889,33.2061111111
3AL3,-87.5570555556,33.1740555556
06A,-85.6800361111,32.4604716667
AL73,-85.7755833333,32.4918888889
27AL,-85.5581555556,32.4535277778
07A,-85.809675,32.1668138889
AL07,-85.1685513889,32.8245736111
M55,-88.1154758333,33.8467188889
25A,-85.8258055556,33.74
08A,-86.3282213889,32.5294394444
2AL3,-86.1191666667,32.4554141667
AL94,-88.3772341667,30.8126877778
AL17,-86.5130366667,33.2340030556
AL54,-87.8452777778,33.8633333333
18AL,-85.6518166667,31.8166861111
M73,-91.4663472222,34.4123283333
M89,-93.0661169444,34.0998463889
41AR,-93.3497222222,34.1233333333
5AR8,-94.1168597222,33.6167875
CVK,-91.5626411111,36.2648713889
AR76,-91.3584616667,35.2886966667
M60,-91.2696555556,35.2718969444
M74,-91.5576944444,35.2994722222
BVX,-91.6472219444,35.7261886111
AR24,-91.6345830556,35.7681322222
1AR0,-91.1334563889,35.398695
AR23,-93.4751872222,35.1334225
SUZ,-92.4794359722,34.5903996389
04AR,-92.5829388889,34.5739813889
VBT,-94.219345,36.3457152778
27AR,-94.19,36.3388888889
4M1,-93.6245555556,36.3813333333
AR41,-93.5521327778,36.3589586111
AR51,-93.5782444444,36.2239613889
AR13,-92.6334958333,34.9861986111
BYH,-89.9439541667,35.9643472222
HKA,-89.8308058333,35.9404066667
AR30,-89.9164752778,35.9434058333
4M2,-93.8621416667,35.1495111111
M36,-91.1764408333,34.8802736111
12XS,-91.8372222222,34.9547222222
AR54,-91.9151408333,34.9186997222
AR28,-92.0245886111,34.9392547222
3AR3,-92.0820138889,35.0595805556
3AR4,-92.0774444444,35.0056555556
4AR1,-92.1010166667,35.0412666667
4AR2,-92.0066666667,34.91
73AR,-92.0537416667,35.0485222222
9AR9,-91.9894861111,34.8873888889
4AR6,-93.6376894444,34.3792666667
37T,-92.1444722222,36.1645277778
CDH,-92.7633952778,33.6227991667
AR42,-92.8354402778,33.5765027778
RBM,-92.3001513889,34.85009
4M3,-91.7120508333,34.80823
6AR2,-93.0648966667,35.0203669444
AR04,-94.2483333333,36.2616666667
2AR5,-94.2938888889,36.3830555556
2AR8,-94.3330555556,36.3527777778
AR03,-93.2015638889,35.1186972222
6AR8,-94.0419444444,35.33
28AR,-91.4333333333,35.8333333333
4AR5,-90.7505555556,35.3708333333
AR05,-93.3049,35.2159194444
4M8,-91.3944380556,34.6479736111
H35,-93.427155,35.4706941667
AR02,-93.4449058333,35.4448058333
AR71,-93.4190713889,35.4675830556
CCA,-92.4516166667,35.5977694444
31AR,-92.4534911111,35.5759108333
2A2,-92.4038129444,35.6507190278
7AR3,-90.8155555556,35.1511111111
CWS,-92.4249616667,35.0808077778
4AR3,-92.457935,35.0853630556
AR88,-92.3540427778,35.0548083333
AR06,-92.3433333333,35.2325
12A,-92.3350669722,35.1775296111
4M9,-90.6479263889,36.4042313889
61AR,-92.5307177778,36.3084011111
1AR1,-91.8726638889,34.5271777778
0AR2,-90.3500991667,35.2667544444
CRT,-91.8801880556,33.1783327778
AR07,-91.9334638889,33.1417861111
50AR,-93.3876847222,35.0545344444
32A,-93.4275177778,35.0869566667
AR38,-93.1798980556,35.2195297222
AR32,-93.152675,35.2209183333
5M5,-94.4448083333,36.3435555556
0AR3,-93.2610113889,35.8989677778
DEQ,-94.3993655556,34.0469955556
01AR,-94.3549283333,34.0473355556
4M5,-91.4426113889,33.4879533333
1AR2,-91.5503,34.9867833333
1AR3,-91.5260194444,34.973175
AR59,-91.3387316667,34.2792663889
5M1,-91.3074866667,34.2622830556
AR89,-93.0660061111,35.4000819444
90AR,-91.5112347222,33.9251022222
0M0,-91.534525,33.8847527778
AR94,-94.1382613889,35.4853647222
63AR,-90.4598244444,35.2514763889
65AR,-90.4653802778,35.2264769444
F43,-92.6632222222,33.19125
AR47,-92.6679341667,33.2134630556
AR48,-92.6679341667,33.2145738889
ELD,-92.8132777778,33.2209722222
6AR0,-92.1170919444,35.0542530556
08AR,-91.9681952778,34.5806491667
17AR,-92.0913888889,34.5530555556
AR01,-91.2501119444,33.1084547222
7AR1,-91.3416416667,33.0500111111
0AR9,-93.7435266667,36.4000713889
AR08,-93.6665777778,36.3153472222
5A5,-93.6955555556,36.4297222222
7AR0,-93.6993055556,36.4314444444
18AR,-93.8316666667,36.3441666667
35AR,-93.6863333333,36.3564444444
FYV,-94.1700569444,36.0050947222
XNA,-94.3068111111,36.2818694444
67AR,-94.3075,36.0977777778
AR35,-94.1052022222,36.0867452778
AR49,-94.1590927778,36.0792458333
4AR8,-94.1586111111,36.1080555556
FLP,-92.5902527778,36.2908944444
6AR9,-92.6944444444,36.4152777778
5M4,-92.3655288889,33.8457922222
FCY,-90.7749661111,34.9419980556
AR72,-90.7734447222,35.03898
14AR,-90.675,35.0527777778
AZU,-94.2252094444,35.2750916667
FSM,-94.3674444444,35.3365833333
AR21,-94.3502127778,35.3556466667
AR40,-94.4202147222,35.3770355556
40AR,-93.9124444444,36.3928055556
4AR4,-93.7315680556,33.3479030556
1AR5,-94.5847222222,36.2994444444
70AR,-89.9973113889,35.9945152778
0AR4,-94.4568816667,36.4078541667
AR09,-94.4388888889,36.4138888889
52AR,-92.2415388889,35.2800805556
1AR6,-92.1967083333,35.5033277778
7AR2,-92.1321,35.5572
33AR,-92.1425,35.6022222222
